title,authors,year,doi,abstract,venue,url,source_db
On the Security of Distributed Multi-Agent K-Means Clustering With Local Differential Privacy,Congcong Shi; Xiuli Huang; Pengfei Yu,2024,10.1109/ACCESS.2024.3454823,"In a distributed scenario, the process of multiple agents collaborating and interacting with the server to iteratively implement k-means clustering analysis can be easily exploited by attackers, posing a huge privacy threat. Therefore, a local differential privacy k-means method (LDPKmeans) was proposed, which can effectively address the privacy protection problem in multi-agent systems. In this paper, we propose an effective attack method based on multi-agent model, which shows that the basic proposal of LDPKmeans will leak the real information of user agents if the attacker only obtains the cluster information and cluster centroid of each user. Furthermore, we enhance the attack method to crack the improved LDPKmeans method with privacy enhancement, enabling us to infer the cluster information of each user agent in the server. In other words, LDPKmeans seriously leak user agent privacy in distributed multi-agent systems if the server is untrusted. Theoretical analysis and experiments evaluate the effectiveness of our attack scheme. The results show that our method can effectively attack the distributed LDPKmeans scheme compared with the state-of-the-art attack methods. Specifically, our attack method can reduce the average relative error of inferring the true value before k-menas convergence on the 3D Road Network and Shuttle datasets by about 54% and 75% respectively when  $k=5$ .",IEEE Access,https://ieeexplore.ieee.org/document/10666660/,ieee
Semantic Manipulation Attacks in Agentic AI Systems with Agent-to-Agent Communication and Model-Context-Protocol–Based Tool Invocation,Seo-Yi Kim; So-Hyun Park; Ayoung Jeon; Ye-Rim Jeong; Gyuha Son; Il-Gu Lee,2026,10.1109/INFOCOM59046.2026.11571532,"Agentic AI systems perform complex tasks through multi-agent collaboration and integration with external tools, commonly enabled by Agent-to-Agent (A2A) communication and Model Context Protocol (MCP)–based tool invocation. This paper demonstrates that, in such environments, internal MCP tool execution can be induced solely through semantic manipulation by an external agent, without protocol violations or privilege escalation. The attack follows legitimate collaborative execution paths while distorting internal agent decision-making, resulting in a confused-deputy–style misuse of authority. We formalize a threat model for A2A–MCP integrated environments and validate the reproducibility of the attack through simulation-based experiments across two agent frameworks. The results reveal that the coupling between semantic trust and execution authority constitutes a critical security vulnerability in semantics-driven Agentic AI systems.",IEEE INFOCOM 2026 - IEEE Conference on Computer Communications,https://ieeexplore.ieee.org/document/11571532/,ieee
Cognitive AI Agents for Self-Adaptive Security and Compliance Automation in Software Engineering Pipelines,Chandra Nikitha Shatdarsanam; Mohammed Shafi Kundiladi; Dheeraj Reddy Jonnalagadda; Sandeep Batchu; Bharath Kumar Reddy Janumpally; Sivakoteswararao Katta,2026,10.1109/ICAUC68182.2026.11441048,"Modern software engineering pipelines face escalating security vulnerabilities and compliance requirements, with organizations experiencing an average of 27.2 security incidents per month and spending approximately 35% of development time on compliance-related tasks. This research proposes a novel framework integrating cognitive AI agents into CI/CD pipelines to achieve self-adaptive security and compliance automation. The framework employs multi-agent architectures with three specialized components: (1) a security monitoring agent achieving 94.3% threat detection accuracy, (2) a compliance verification agent reducing manual audit time by 68%, and (3) an adaptive orchestration agent enabling real-time policy updates within 2.1 seconds. Through empirical evaluation across 15 enterprise pipelines processing 1,200+ deployments monthly, results demonstrate 78% reduction in security vulnerabilities reaching production, 82% faster compliance validation, and 91% decrease in false positives compared to traditional static analysis tools. The system maintains 99.7% pipeline availability while adapting to 47 distinct regulatory frameworks including SOC 2, GDPR, and HIPAA. This cognitive approach represents a paradigm shift from reactive to proactive security posture, potentially saving organizations an estimated $2.3M annually in security remediation and compliance costs while improving deployment velocity by 43%.",2026 International Conference on AI-Driven Smart Systems and Ubiquitous Computing (ICAUC),https://ieeexplore.ieee.org/document/11441048/,ieee
Security Consensus Control for Multi-Agent PDE Systems under Deception Attacks and Actuator Faults,Bowen Wang; Jingzhuo Wang; Xu Zhang; Zipeng Wang; Junfei Qiao; Kangkang Sun,2025,10.1109/YAC66630.2025.11149783,"This research investigates the problem of secure consensus control for multi-agent systems (MASs) modeled by partial differential equations (PDEs) under the influences of deception attacks and actuator faults. A security consensus controller is constructed by Lyapunov stability theory and inequality techniques, utilizing linear matrix inequality based conditions to guarantee the asymptotic stability of the consensus error system in the presence of deception attacks and actuator failures. To demonstrate the effectiveness of the proposed secure consensus control strategy, a multi-agent PDE system, consisting of a single leader agent and four follower agents, is presented as an illustrative example.",2025 40th Youth Academic Annual Conference of Chinese Association of Automation (YAC),https://ieeexplore.ieee.org/document/11149783/,ieee
Resource-Limited APT Defense Scheme for IoT Device Security Based on Multi-Agent Reinforcement Learning,Dongying Gao; Caiwei Guo; Wen Ji; Meimei Kong; Chenhan Lin; Meiying Ji; Shaojie Li; Yiting Wang; Ying Ke,2025,10.1109/MICCIS66057.2025.00066,"Distributed IoT systems can realize interconnection and data sharing among devices, and are widely used in fields such as smart cities and industrial automation. However, since the computing and storage resources of IoT devices are usually limited, they cannot provide efficient network monitoring and traffic analysis capabilities. Once a device is exposed to advanced persistent threats (APTs), the attacker exploits known or zeroday vulnerabilities of the device to install malware, which can pose a serious threat to IoT security. In this paper, we propose a Multi-agent reinforcement learning-based APT Defense Scheme (MADS) for IoT device security. First, servers with powerful processing and computation capabilities are made to respond to attacks as multiple agents through collaborative defense. Second, each agent has its own actor-critic network that selects the detection interval, detection duration, and frequency of CPU based on state information shared by all agents in the environment, such as the amount of stored data, the importance of device nodes, the detection delay, and the compromised data. With the multi-agent reinforcement learning (MARL) algorithm, these agents can continuously optimize their strategies based on the feedback from the environment to maximize the security of IoT device. Simulation results show that the proposed scheme improves the system defense utility and data protection level by 13.9% and 3.6%, respectively, and reduces the detection delay by 28.7% compared to the benchmark.","2025 3rd International Conference On Mobile Internet, Cloud Computing and Information Security (MICCIS)",https://ieeexplore.ieee.org/document/11206124/,ieee
LLM-Powered Autonomous Security Agents for Next-Generation Cyber Defence,Tanvir H. Sardar; Bishwajeet Pandey; Laura Aldasheva,2026,10.1109/ICAIC67076.2026.11395792,"The paper proposes a new system design of rolling out Large Language Model (LLM)-driven autonomous security agents in enterprise cybersecurity. Cyber threats are becoming more complex and security operations centres (SOCs) are being overwhelmed by alerts, which is why traditional Security Orchestration, Automation, and Response (SOAR) systems based on those originally relying on rules are no longer able to cope with new attack patterns. We introduce SENTINEL (Security-Enabled Neural Threat Intelligence and Learning), an architecture, which uses LLMs as the reasoning engine to handle autonomous threat investigation, incident triage, and coordinated autonomous response. Our framework deals with such issues as reliability of agents, resistance to adversarial manipulation, and reasonable limits of human control. A three-environment experimental assessment shows that SENTINEL can be used to classify threats with an accuracy of 94.2% and is able to minimize the mean time to respond (MTTR) by 73-percent and detect 89-percent of new attack measures that could not be detected by traditional systems. We also present a formal verification scheme on how to ensure that agent behavior does not exceed specified safety limits so as to allow reliable autonomous behavior in the production security setting.",2026 IEEE 5th International Conference on AI in Cybersecurity (ICAIC),https://ieeexplore.ieee.org/document/11395792/,ieee
Swarm Intelligence and Multi-Agent IDS for Large-Scale Cyber-Physical Security,Mohammed Shafeul Hossain; Mohammad Majharul Islam Jabed; Ahmed Sohaib Khawer; Saila Nasrin; Jannatul Ferdous; Amit Banwari Gupta,2025,10.1109/ICONSTEM65670.2025.11374471,"The paper introduces a new concept of large-scale security of cyberspace and physical environments that are based on swarm intelligence and multi-agent intrusion detection systems. The suggested approach employs Robust Z-Score Normalization with Winsorization as an effective way of preprocessing the data, in the case of outliers and noise. Minimum Redundancy Maximum Relevance method is used to select the most relevant features and hence the most efficient way to train the classifier. A Graph Attention Networkis used as the classifier, and the advantage of multi-agent interactions is exploited to increase the accuracy of detection and scalability. The system is deployed in its entirety with Databricks Lakehouse that enables real-time processing and smooth management of the data. The experimental findings indicate that the proposed approach exhibits significantly better results than the conventional approaches to IDS, and possesses greater accuracy of detection, precision and recall. The paper shows that swarm intelligence and multi-agent systems can be used to enhance security of complex cyber-physical infrastructure.",2025 Tenth International Conference on Science Technology Engineering and Mathematics (ICONSTEM),https://ieeexplore.ieee.org/document/11374471/,ieee
"AI Agents: A Comprehensive Review of Evolution, Architectures, Applications, and Future Directions",Chijiuka Fortune Akuma; Pradeep Hewage; Anchal Garg; Chimeremeze Victor Amaechi,2025,10.1109/ICRITO66076.2025.11241897,"Technology is rapidly evolving, with the use and adoption of AI agents on the rise. This paper presents a critical review of the evolution, architectures, applications, and future directions of AI agents. This review brings to fore the fact that currently, Ai agents had become highly sophisticated, with an ability to execute tasks that are complex across several fields of such as business, health and medicine and cybersecurity. However, despite these benefits, there still exist concerns such as limited reasoning, inefficient context management, and idea generalisation. Other challenges of AI agents include algorithmic bias and privacy violations. To address the identified challenges, this paper suggests that for future works on AI agents should prioritise coming up with architectures with advanced reasoning, efficient and good memory usage, AI-human collaboration, introduction of standardised frameworks, and applications of AI in scientific discovery. The contribution of this work to the existing body of academic discussion is a comprehensive assessment of AI agents, showing the capabilities, challenges, and the areas for future development. Although AI agents promise great advantages, the utilisation of these goods that it promises depends on clear understanding to the challenges, limitations and the inherent ethical and security risks and providing clear and timely solutions through continued interdisciplinary research and engagements.","2025 12th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",https://ieeexplore.ieee.org/document/11241897/,ieee
Research on Security Enhancement Methods for Adversarial Robust Large Language Model Intelligent Agents for Medical Decision-Making Tasks,Saisai Hu,2026,10.1109/AINIT70033.2026.11557775,"Motivated by the challenge to improve the adversarial robustness, security, and trust of medical decision making intelligent agents, the study developed a full-link security enhancement framework, which describes ""input risk perception—medical evidence constraint—knowledge consistency verification—decision confidence reweighting—security output control—adversarial feedback update."" The study proposed ARSM-Agent and defined a weighted joint objective consisting of decision accuracy loss, adversarial robustness loss, safety refusal loss, and knowledge consistency loss, with weights of 0.3, 0.3, 0.2, and 0.2, respectively. The whole medical decision formulation is implemented by multi-module collaborative linkage. The study verified that the algorithm can be more efficient than four baselines, including LLM-Agent, Retrieval-Agent, Filter-Agent, and Adv-Train-Agent. Under semantic perturbation, prompt injection, drug-name confusion, and false-evidence attacks, ARSM-Agent reduced the overall attack success rate to 8.7% and achieved a knowledge consistency score of 0.91. Ablation experiments quantified each module’s contribution: removing risk perception, evidence retrieval, consistency verification, and confidence reweighting reduced accuracy by 6.7%, 9.1%, 7.6%, and 4.4%, respectively, and increased attack success rate by 13.8%, 11.1%, 8.6%, and 6.9%. It can solve key security issues of medical Decision Making intelligent agents successfully, obtain secure decision making in challenging scenarios, and give reliable intelligent support to medical decision-making intelligent agents.","2026 7th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",https://ieeexplore.ieee.org/document/11557775/,ieee
Mobile Agent Security using Multilevel Secret Sharing with Changeable Threshold Based on Chinese Remainder Theorem,Mohammad Asim; Anil Kumar Sagar,2025,10.13052/jmm1550-4646.213411,"A novel computational technique known as mobile agent technology, just a little piece of code travels from one place to another. This code can migrate to another computer on the network that has agent functionality enabled and carry out the assigned task there. It is necessary to shield these agents from several risks and weaknesses both during their execution and travel in order to ensure their security. Based on the Chinese remainder theorem, the suggested approach involves multilevel secret sharing with a threshold that may be changed to secure mobile agents. One important aspect of this technique is that shareholders are arranged in a hierarchical or multilayer framework, with each owner requiring only one hidden private share because it will enable us to have smaller share sizes, making the process of transferring them easier and the complexity of recovery lower. This is a sample input file. Comparing it with the output it generates can show you how to produce a simple document of your own.",Journal of Mobile Multimedia,https://ieeexplore.ieee.org/document/11129230/,ieee
"Large Model-Based Agents: State-of-the-Art, Cooperation Paradigms, Security and Privacy, and Future Trends",Yuntao Wang; Yanghe Pan; Zhou Su; Yi Deng; Quan Zhao; Linkang Du; Tom H. Luan; Jiawen Kang; Dusit Niyato,2026,10.1109/COMST.2025.3576176,"With the rapid advancement of large models (LMs), the development of general-purpose intelligent agents powered by LMs has become a reality. It is foreseeable that in the near future, LM-driven general AI agents will serve as essential tools in production tasks, capable of autonomous communication and collaboration without human intervention. This paper investigates scenarios involving the autonomous collaboration of future LM agents. We review the current state of LM agents, the key technologies enabling LM agent collaboration, and the security and privacy challenges they face during cooperative operations. To this end, we first explore the foundational principles of LM agents, including their general architecture, key components, enabling technologies, and modern applications. We then discuss practical collaboration paradigms from data, computation, and knowledge perspectives to achieve connected intelligence among LM agents. After that, we analyze the security vulnerabilities and privacy risks associated with LM agents, particularly in multi-agent settings, examining underlying mechanisms and reviewing current and potential countermeasures. Lastly, we propose future research directions for building robust and secure LM agent ecosystems.",IEEE Communications Surveys & Tutorials,https://ieeexplore.ieee.org/document/11022699/,ieee
A Generic Blue Agent Training Framework for Autonomous Cyber Operations,Muhammad Omer Farooq; Thomas Kunz,2024,10.23919/IFIPNetworking62109.2024.10619771,"Sophisticated mechanisms for attacking a computer network are emerging, therefore it is of great importance that equally sophisticated mechanisms should be in place to defend against malicious attacks on the network. Autonomous cyber operations (ACO) is considered to be a potential option to provide timely defense against malicious attacks. In ACO, an agent that tries to attack a network is referred to as red agent, and an agent that defends against the red agent is called blue agent. In real scenarios, different kinds of red agents can attack a network, hence a blue agent needs to defend against a variety of red agents, each with their own attack strategy and specific goal. However, it is a challenging task to train a blue agent that is agnostic of the red agent. Hence, we present here a framework for generic blue agent training, i.e., training a blue agent that can defend against different kinds of red agents. The framework is a combination of reinforcement learning and supervised learning. Our results demonstrate that the presented framework for generic blue agent training does exhibit generic characteristics, and the framework does demonstrate better performance compared to an alternate approach.",2024 IFIP Networking Conference (IFIP Networking),https://ieeexplore.ieee.org/document/10619771/,ieee
Cryptographic Strength of Encryption in a Multi-Agent System,Anna V. Voronova; Anton A. Zhilenkov,2021,10.1109/ElConRus51938.2021.9396113,"The article deals with the main problems and types of threats to information security of multi-agent systems. The analysis of information security risks characteristic of this class of systems is carried out, and an approach to ensuring information security in multi-agent systems based on the implementation of an encryption mechanism based on dynamic chaos systems accompanied by synchronization is proposed.",2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (ElConRus),https://ieeexplore.ieee.org/document/9396113/,ieee
Automated CVE Triage: Ai-Agent Framework for Scalable Vulnerability Triaging and Security Automation,Novruz Amirov; Emil Huseynov; Nahid Aliyev; Şerif Bahtiyar,2025,10.1109/ISCTrkiye68593.2025.11224852,"As vulnerability disclosure platforms scale, the manual triage of security reports has become a significant operational burden. Government and industry systems such as the Common Vulnerabilities and Exposures (CVE) database, HackerOne, Bugcrowd, and others rely on teams of analysts to validate vulnerability submissions, reproduce proof-of-concept (PoC) exploits, identify affected software versions, and assign Common Vulnerability Scoring System (CVSS) metrics. This process demands substantial labor and funding, contributing to disclosure backlogs and delayed remediation. In this paper, we propose an AI-agent-based triage framework that automates core tasks traditionally performed by human analysts, which has some limitations on the current model driven centrally by MITRE. Our system integrates large language models (LLMs), implemented as small agentic AI systems trained for specific tasks, with sandboxed terminal environments to autonomously interpret reports, execute PoCs in isolated settings, and generate structured outputs suitable for CVE publication or platform response workflows. Initial results indicate that the framework can significantly reduce triage time and operational costs, offering a scalable and reproducible alternative to manual processing.9",2025 18th International Conference on Information Security and Cryptology (ISCTürkiye),https://ieeexplore.ieee.org/document/11224852/,ieee
Multi-Agent AI Chatbot for Proactive Threat Detection and Automated Incident Response in Hybrid Cloud Environments,Sindhura Nimmakayala,2025,10.1109/ICOIICS67115.2025.11390272,"The growing sophistication of hybrid cloud landscapes requires advanced offerings for threat detection, risk analyses and incident response. To contribute toward solving the above challenges, this paper introduces a Multi-Agent AI Chatbot Ecosystem to proactively solve them. The environment exploits a number of independent AI agents that interact, consider risks, and identify threats in real time as such the response to potential security insights should be fast and effective. The system is able to process security logs by leveraging NLP and machine learning algorithms, recognize vulnerabilities and automate incident response actions in a self-driven manner. This work investigates system the architecture and function of the ecosystem, applications and applicable scenarios in hybrid cloud infrastructures. The system is evaluated through performance metrics to show that it significantly reduces human intervention, improves response time and reduces risks. We also analyze the scalability of this system, and show that it can be deployed in different hybrid cloud environments. The present work is a notable advancement towards intelligent automation in cloud security operations, it provides an innovative breakthrough of proactive security management.","2025 International Conference on Intelligent Computing, Information and Control Systems (ICOIICS)",https://ieeexplore.ieee.org/document/11390272/,ieee
"Distributed Multi-Agent AI Systems: Scalability, Challenges, and Applications",Eduarda T. C. Chagas; Amir Houmansadr; Frederico G. Guimarães; Heitor S. Ramos,2025,10.1109/ICDCSW63273.2025.00083,"With the rapid advancement of generative AI and autonomous agents, multi-agent systems (MASs) have emerged as a key paradigm for enabling groups of intelligent agents to coordinate, share knowledge, and collaboratively solve complex problems in distributed environments. These systems not only inherit classical challenges from distributed computing-such as scalability, fault tolerance, and efficient communication-but also introduce novel issues arising from the dynamic and autonomous interactions between AI agents. As a result, MASs constitute an active research area with numerous open problems and nontrivial challenges. This tutorial provides a comprehensive introduction to MASs fundamentals, covering the state-of-the-art methodologies, core architectural patterns, and the critical trade-offs involved in designing scalable distributed applications. Participants will engage with both the theoretical underpinnings and practical implementations of MASs, leveraging LangGraph, a widely adopted framework for developing collaborative AI agent workflows.",2025 IEEE 45th International Conference on Distributed Computing Systems Workshops (ICDCSW),https://ieeexplore.ieee.org/document/11262644/,ieee
Privacy-Preserving Multi-Agent Time-Varying Formation Control Under Multi-Rate Sampling Mechanism,Jiqing Luo; Husheng Fang; Jing Zhang; Shengli Song,2024,10.1109/AIPS64124.2024.00021,"This paper focuses on the leader-follower multi-agent system(MAS) and investigates the time-varying formation control of MAS with privacy preserving under multi-rate sampling mechanism. Firstly, virtual agent introduction mechanism is adopted to protect the real-time state privacy of real followers; To address the issue that leader state measurement is not entirely available for all followers in cyberspace, a distributed observer is constructed to estimate the state tracking error of each follower and leader; Finally, a time-varying formation control scheme is designed based on the constructed tracking observer and multi-rate sampling mechanism. Numerical simulation is carried out to verify the effectiveness of the proposed method.",2024 International Conference on Artificial Intelligence and Power Systems (AIPS),https://ieeexplore.ieee.org/document/10710072/,ieee
Building A Secure Agentic AI Application Leveraging Google’s A2A Protocol,Vineeth Sai Narajala; Idan Habler; Ken Huang; Prashant Kulkarni,2025,10.1109/ACSACW69556.2025.00043,"As Agentic AI systems evolve from basic workflows to complex multi-agent collaboration, robust protocols such as Google’s Agent2Agent (A2A) become essential enablers. To foster secure adoption and ensure the reliability of these complex interactions, understanding the secure implementation of A2A is essential. This paper addresses this goal by providing a comprehensive security analysis centered on the A2A protocol. We examine its fundamental elements and operational dynamics, situating it within the framework of agent communication development. We apply proactive threat modeling to assess potential security issues in A2A deployments, focusing on aspects such as Agent Card management, task execution integrity, and authentication methodologies.Based on these insights, we recommend practical secure development methodologies and architectural best practices designed to build resilient and effective A2A systems. This paper equips developers and architects with the knowledge and practical guidance needed to confidently leverage the A2A protocol for building robust and secure next-generation agentic applications.",2025 Annual Computer Security Applications Conference Workshops (ACSAC Workshops),https://ieeexplore.ieee.org/document/11418008/,ieee
LMAgent: A Large-scale Multimodal Agents Society for Multi-user Simulation,Yijun Liu; Wu Liu; Xiaoyan Gu; Yong Rui; Xiaodong He; Yongdong Zhang,2026,10.1109/TMM.2026.3651078,"The believable simulation of multi-user behavior is crucial for understanding complex social systems. Recently, large language models (LLMs)-based AI agents have made signifi cant progress, enabling them to achieve human-like intelligence across various tasks. However, real human societies are often dynamic and complex, involving numerous individuals engaging in multimodal interactions. In this paper, taking e-commerce scenarios as an example, we present LMAgent, a very large scale and multimodal agents society based on multimodal LLMs. In LMAgent, besides freely chatting with friends, the agents can autonomously browse, purchase, and review products, even perform live streaming e-commerce. To simulate this complex system, we introduce a self-consistency prompting mechanism to augment agents' multimodal capabilities, resulting in significantly improved decision-making performance over the existing multi agent system. Moreover, we propose a fast memory mechanism combined with the small-world model to enhance system ef f iciency, which supports more than 10,000 agent simulations in a society. Experiments on agents' behavior show that these agents achieve comparable performance to humans in behavioral indicators. Furthermore, compared with the existing LLMs-based multi-agent system, more different and valuable phenomena are exhibited, such as herd behavior, which demonstrates the potential of LMAgent in credible large-scale social behavior simulations.",IEEE Transactions on Multimedia,https://ieeexplore.ieee.org/document/11329188/,ieee
Search on Asymmetric DCOPs by Strategic Agents,Yair Vaknin; Amnon Meisels,2022,10.1109/WI-IAT55865.2022.00031,"Asymmetric Distributed Constraint Optimization Problems (ADCOPs) are a useful model for representing real-life problems of distributed nature. Constraining agents in ADCOPs have different gains (or costs) for the constraints that involve them. All former ADCOP search algorithms assume cooperation among the agents and do not capture the possibility of strategic behavior by the searching agents. The present paper extends a recent approach that uses side payments among constraining agents in ADCOP local search, and proposes an improved such algorithm for strategic agents. Enabling search for strategic agents is especially suitable for asymmetric DCOPs, where the agents gain differently from the constraints and would naturally pursue personal gains.The proposed method uses a specially designed mechanism that enforces truthful behavior for agents placing bids of side payments during search. This in turn guarantees that the (strategic) agents’ bids will form bids of maximal payoffs. The resulting search algorithm is an anytime algorithm that converges to stable solutions of higher social welfare that are local optima of the global social welfare, and computes the payments (contracts) that stabilize its outcome as a pure Nash equilibrium (PNE). The experimental evaluation shows that the payments charged by the mechanism in order to enforce truthful behavior are small compared to the total increase in the social welfare, and that the vast majority of the agents have improved personal gains when the algorithm terminates.",2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),https://ieeexplore.ieee.org/document/10102059/,ieee
LLM-Based Intelligent Agents for Cybersecurity: A Tutorial and Survey of Automated Vulnerability Discovery,Robel Addis; Kiran Porter; Jayden Ryan; Micah Stull; Shengjie Xu; Paul Wagner; Robert Honomichl; Steven Forsyth,2026,10.1109/ACCESS.2026.3707573,"This paper provides a tutorial and survey of LLM-based agents for automated vulnerability discovery and penetration testing. The rapid advancements in Large Language Models (LLMs) have opened new possibilities for their application in cybersecurity. Unlike traditional tools, LLMs can process natural language, retain context, and perform structured reasoning, enabling automation of complex security workflows. By equipping these models with memory mechanisms and tool-use interfaces, researchers have developed LLM-driven autonomous agents capable of performing specialized tasks such as web application testing, source code auditing, fuzzing, and network security assessment. Multi-agent architectures have emerged in which agents assume specialized roles (e.g., distinct penetration-test phases or exploit types). In addition to surveying existing applications, this work provides a step-by-step walkthrough of integrating agentic AI into penetration testing workflows. The walkthrough explores four phases: (I) mission scoping and prompt engineering for test definition and constraint enforcement, (II) autonomous exploration and tool selection for target interaction, (III) vulnerability hypothesis formation and verification through experiment design and feedback, and (IV) payload generation and refinement to transform validated findings into concrete exploits. The survey synthesizes 155 cited sources (2022–early 2026) using explicit inclusion/exclusion criteria, with coverage extending to reasoning-class models, the Model Context Protocol ecosystem, autonomous bug-bounty agents, and standardized agentic security benchmarks. Despite progress, challenges persist, such as model hallucination, context limitations, operating costs, and ethical concerns. Future directions include advancements in multi-agent collaboration, mechanisms for agent self-improvement, and improved transparency into agent behavior.",IEEE Access,https://ieeexplore.ieee.org/document/11580353/,ieee
Confidence-Based Trustscoring System for Identification of Secure Agent Platforms,Adri Jovin John Joseph; Marikkannu P; Marikkannan Mariappan,2025,10.1109/ICMSCI62561.2025.10894094,"Autonomous mobile agent systems can accomplish multiple tasks in an asynchronous and dynamic manner in platforms where there is excessive network load, network interruption and in slow networks. However, the decisions and execution depend on the platforms visited by the agents. Since the platforms may influence the decisions made by the agents, it is crucial that the trustable platforms are selected. Trust score is one parameter that helps mobile agents to select the appropriate platform. This work proposes a minor modification of the existing trust score calculation which has a significant impact on the safety and performance of mobile agent systems when deployed in a conventional distributed environment or in a modern cloud environment for completion of tasks. This work introduces a confidence-based approach for the five parameters namely persistence, competence, reputation, credibility, integrity which determine the trust score. This will provide a clear decision-making environment for the mobile agents to choose an appropriate platform.",2025 International Conference on Multi-Agent Systems for Collaborative Intelligence (ICMSCI),https://ieeexplore.ieee.org/document/10894094/,ieee
Exploring the Roles of Agents and Multi-Agent in Improving Mobile Ad Hoc Networks,Mohammed Ahmed Jubair; Abdullah I. M. Alabdullah; Salama A. Mostafa; Aida Mustapha; Mustafa Hamid Hassan; Saraswathy Shamini Gunasekaran,2021,10.1109/ISAMSR53229.2021.9567772,"We are experiencing a rapid evolution and advancement of technologies that are capable of supporting the formulation and implementation of robust and adaptive network architectures designed for mobile and dynamic environments. An example of such technologies is the Mobile Ad-Hoc Network (MANET), which supports self-organizing multi-hop heterogeneous network routing services and organization. The importance of such technologies for the future of DoD networking is evident, particularly in the front edge of the battlespace where there is a need for robust and self-organizing network. Another area of such technological advancement is the Multi-Agent Systems (MAS), which are capable of supporting both team-based and independent problem solving in many different environments. These two technologies have been extensively explored, but their combination is largely unexplored. Consequently, this paper aims to investigate the joint operation of agents and multi-agent in the MANET environment. The paper also discusses the research efforts that have been made to optimally improve the technologies.","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)",https://ieeexplore.ieee.org/document/9567772/,ieee
MAVAudit-Graph: A Multi-Agent System for Autonomous UAV Security Testing,Yi Li; Tao Zhang,2026,10.1109/ICAACE69793.2026.11508891,"Ensuring the cyber-physical resilience of Unmanned Aerial Vehicles (UAVs) is critical, yet current security testing is hampered by manual overhead or stateless fuzzing that lacks semantic awareness of flight regimes. We propose MAVAuditGraph, an autonomous multi-agent framework orchestrated via LangGraph for closed-loop security assessment. By decomposing red-teaming into a stateful workflow, MAVAudit-Graph introduces a State-Aware Orchestration mechanism that synchronizes adversarial MAVLink injections with real-time flight telemetry. Integrated with ROS and PX4 SITL, the framework achieves a 92% Command Success Rate (CSR) and an 89% Attack Trigger Rate (ATR). Crucially, it enables the autonomous profiling of critical resilience boundaries and operational failure thresholds—such as specific aerodynamic and sensor bias limits—that traditional stateless methods fail to capture. Our work provides a scalable, autonomous baseline for securing complex robotic systems.",2026 9th International Conference on Advanced Algorithms and Control Engineering (ICAACE),https://ieeexplore.ieee.org/document/11508891/,ieee
Interoperability model between heterogeneous MAS platforms based on mobile agent and reinforcement learning,Noureddine El Abid Amrani; Sidi Mohammed Snineh; Mohamed Youssfi; Oum El Kheir Abra; Omar Bouattane,2021,10.1109/ICDS53782.2021.9626723,"A model of interoperability between heterogeneous multi-agent systems (MAS) platforms is presented in this article. This model is based on a mobile agent and reinforcement learning (RL) to provide semantic interoperability and message-oriented middleware for technology interoperability. The latter concerns the technical problems of linking systems, the definition of interfaces, the data format, and the communication protocols needed to exchange messages. In this context, we propose an architecture based on the AMQP protocol. On the other hand, semantic interoperability depends on the application domain of each system and refers to the ability of two agents to exchange data while preserving their semantics, and to the ability of the receiving agent to translate or convert the information received to ensure efficient collaborative exchanges. In this context, our technique is as follows: when an agent of MAS1 receives a message from another agent of MAS2 and needs information to interpret this message, it requests the help of the mobile agent. The latter must migrate to the MAS2 equipped with a technique allowing it to extract the information necessary for the interpretation of the message. After this step, the mobile agent offers information to the first agent. If this information helps the agent to interpret the message, the mobile agent receives a positive reward from MAS1, otherwise, it receives a negative reward. The goal of the mobile agent is to maximize their rewards. The experimental results have shown the effectiveness of our approach. Indeed, according to the results, the experience of the mobile agent who has already explored the environment makes it possible to accelerate the learning process of other agents.",2021 Fifth International Conference On Intelligent Computing in Data Sciences (ICDS),https://ieeexplore.ieee.org/document/9626723/,ieee
