title,authors,year,doi,abstract,venue,url,source_db
Observer-Based Event-Triggered Composite Anti-Disturbance Control for Multi-Agent Systems Under Multiple Disturbances and Stochastic FDIAs,Xiang‐Gui Guo; Dong-Yu Zhang; Jianliang Wang; Ju H. Park; Lei Guo,2022,10.1109/tase.2022.3162651,"This article aims to investigate the security consensus and composite anti-disturbance problems for a class of nonlinear multi-agent systems subjected to stochastic false data injection attacks (FDIAs) and multiple disturbances under a directed communication topology. To attenuate and reject of the negative effects of two types of disturbances, a disturbance observer (DO) is designed to counteract the disturbance produced by exogenous system, and the$\mathcal {H}_\infty $control method is adopted to attenuate the bounded errors and variables caused by the other type of disturbances and FDIAs simultaneously. To ensure the consensus performance of MASs, an observer-based control strategy is designed, and a novel adaptive compensation technique is proposed to not only evaluate the upper bounds of the unknown but bounded disturbances but also improve the accuracy of the state observer. Furthermore, a novel event-triggered mechanism (ETM) without requiring continuous communication among neighboring agents is developed to reduce the controller update frequency and the communication burden. Meanwhile, Zeno behavior is excluded. Finally, numerical simulations are provided to verify the availability of the designed method. Note to Practitioners—In multi-agent systems, network security is very important. For example, in smart power grid systems, it is necessary to use the method of state estimation to observe the system to guarantee its safe operation. However, the measured value of the instrument may be affected by FDIAs in the transmission process, thus changing the result of state estimation and causing misjudgment of the system. Similarly, in multi-vehicle systems, FDIAs may destroy the location information of vehicles and cause serious accidents. In addition, the system will be subjected to different types of disturbances in practice, thus reducing the performance of the system. In view of the threat of FDIAs and disturbances to the MAS, a composite anti-disturbance method and an observer-based control strategy are proposed. Meanwhile, to avoid the limitation of communication bandwidth in reality, a novel ETM is developed to save network resources.",IEEE Transactions on Automation Science and Engineering,https://openalex.org/W4226053079,openalex
Trends in lipid-modifying agent use in 83 countries,Joseph E. Blais; Yue Wei; Kevin K.W. Yap; Hassan Alwafi; Tiantian Ma; Ruth Brauer; Wallis C. Y. Lau; Kenneth K. C. Man; Chung Wah Siu; Kathryn Choon Beng Tan; Ian Chi Kei Wong; Li Wei; Esther W. Chan,2021,10.1016/j.atherosclerosis.2021.05.016,"BACKGROUND AND AIMS: Lipid-modifying agents (LMAs) are increasingly used to reduce lipid levels and prevent cardiovascular events but the magnitude of their consumption in different world regions is unknown. We aimed to describe recent global trends in LMA consumption and to explore the relationship between country-level LMA consumption and cholesterol concentrations. METHODS: This cross-sectional and ecological study used monthly pharmaceutical sales data from January 2008 to December 2018 for 83 countries from the IQVIA Multinational Integrated Data Analysis System and total and non-high-density lipoprotein (non-HDL) cholesterol concentrations from the NCD Risk Factor Collaboration. Compound annual growth rate (CAGR) was used to assess changes in LMA consumption over time. RESULTS: From 2008 to 2018, use of LMAs increased from 7468 to 11,197 standard units per 1000 inhabitants per year (CAGR 4.13%). An estimated 173 million people used LMAs in 2018. Statins were the most used class of LMA and their market share increased in 75% of countries between 2008 and 2018. From 2013 to 2018, consumption of low-density lipoprotein lowering therapies increased (statins 3.99%; ezetimibe 4.01%; proprotein convertase subtilisin/kexin type 9 (PCSK9) inhibitors 104.47%). Limited evidence supports a clear relationship between country-level changes in LMA consumption and mean total and non-HDL cholesterol concentrations in 2008 versus 2018. CONCLUSIONS: Since 2008, global access to LMAs, especially statins, has improved. In line with international lipid guideline recommendations, recent trends indicate growth in the use of statins, ezetimibe, and PCSK9 inhibitors. Country-level patterns of LMA use and total and non-HDL cholesterol varied considerably.",Atherosclerosis,https://openalex.org/W3166824932,openalex
Energy Efficient Computation Offloading in Aerial Edge Networks With Multi-Agent Cooperation,Wenshuai Liu; Bin Li; Wancheng Xie; Yueyue Dai; Zesong Fei,2023,10.1109/twc.2023.3235997,"With the high flexibility of supporting resource-intensive and time-sensitive applications, unmanned aerial vehicle (UAV)-assisted mobile edge computing (MEC) is proposed as an innovational paradigm to support the mobile users (MUs). As a promising technology, digital twin (DT) is capable of timely mapping the physical entities to virtual models, and reflecting the MEC network state in real-time. In this paper, we first propose an MEC network with multiple movable UAVs and one DT-empowered ground base station to enhance the MEC service for MUs. Considering the limited energy resource of both MUs and UAVs, we formulate an online problem of resource scheduling to minimize the weighted energy consumption of them. To tackle the difficulty of the combinational problem, we formulate it as a Markov decision process (MDP) with multiple types of agents. Since the proposed MDP has huge state space and action space, we propose a deep reinforcement learning approach based on multi-agent proximal policy optimization (MAPPO) with Beta distribution and attention mechanism to pursue the optimal computation offloading policy. Numerical results show that our proposed scheme is able to efficiently reduce the energy consumption and outperforms the benchmarks in performance, convergence speed and utilization of resources.",IEEE Transactions on Wireless Communications,https://openalex.org/W4319996394,openalex
"Peer-to-peer energy sharing and trading of renewable energy in smart communities ─ trading pricing models, decision-making and agent-based collaboration",Yuekuan Zhou; Peter D. Lund,2023,10.1016/j.renene.2023.02.125,,Renewable Energy,https://openalex.org/W4322765502,openalex
A comprehensive review study of cyber-attacks and cyber security; Emerging trends and recent developments,Yuchong Li; Qinghui Liu,2021,10.1016/j.egyr.2021.08.126,"At present, most of the economic, commercial, cultural, social and governmental activities and interactions of countries, at all levels, including individuals, non-governmental organizations and government and governmental institutions, are carried out in cyberspace. Recently, many private companies and government organizations around the world are facing the problem of cyber-attacks and the danger of wireless communication technologies. Today’s world is highly dependent on electronic technology, and protecting this data from cyber-attacks is a challenging issue. The purpose of cyber-attacks is to harm companies financially. In some other cases, cyber-attacks can have military or political purposes. Some of these damages are: PC viruses, knowledge breaks, data distribution service (DDS) and other assault vectors. To this end, various organizations use various solutions to prevent damage caused by cyber-attacks. Cyber security follows real-time information on the latest IT data. So far, various methods had been proposed by researchers around the world to prevent cyber-attacks or reduce the damage caused by them. Some of the methods are in the operational phase and others are in the study phase. The aim of this study is to survey and comprehensively review the standard advances presented in the field of cyber security and to investigate the challenges, weaknesses and strengths of the proposed methods. Different types of new descendant attacks are considered in details. Standard security frameworks are discussed with the history and early-generation cyber-security methods. In addition, emerging trends and recent developments of cyber security and security threats and challenges are presented. It is expected that the comprehensive review study presented for IT and cyber security researchers will be useful.",Energy Reports,https://openalex.org/W3197944870,openalex
"A survey on fault-tolerant consensus control of multi-agent systems: trends, methodologies and prospects",Chen Gao; Xiao He; Hongli Dong; Hongjian Liu; Guangran Lyu,2022,10.1080/00207721.2022.2056772,"The consensus control problem of multi-agent systems (MASs) has received an increasing research interest with ever-developing consensus theory. Before it can be widely applied to actual engineering, the consensus theory needs to be improved by addressing some practical problems. One of the key problems is how to ensure the desirable performance of each agent as well as the entire MAS when confronted with faults, which is referred to as the fault-tolerant consensus control (FTCC) issue. In this survey, we review the classic and recent results in the context of FTCC from two aspects, namely, physical security and logical security. In addition, we provide the latest results on FTCC where the physical and logical security are considered simultaneously in a framework. Finally, we outline several potential future research topics on the FTCC issue.",International Journal of Systems Science,https://openalex.org/W4225966165,openalex
Local Adaptation: Causal Agents of Selection and Adaptive Trait Divergence,Susana M. Wadgymar; Megan L. DeMarche; Emily B. Josephs; Seema N. Sheth; Jill T. Anderson,2022,10.1146/annurev-ecolsys-012722-035231,"Divergent selection across the landscape can favor the evolution of local adaptation in populations experiencing contrasting conditions. Local adaptation is widely observed in a diversity of taxa, yet we have a surprisingly limited understanding of the mechanisms that give rise to it. For instance, few have experimentally confirmed the biotic and abiotic variables that promote local adaptation, and fewer yet have identified the phenotypic targets of selection that mediate local adaptation. Here, we highlight critical gaps in our understanding of the process of local adaptation and discuss insights emerging from in-depth investigations of the agents of selection that drive local adaptation, the phenotypes they target, and the genetic basis of these phenotypes. We review historical and contemporary methods for assessing local adaptation, explore whether local adaptation manifests differently across life history, and evaluate constraints on local adaptation.",Annual Review of Ecology Evolution and Systematics,https://openalex.org/W4287730743,openalex
Security and privacy of electronic health records: Concerns and challenges,Ismail Keshta; Ammar Odeh,2020,10.1016/j.eij.2020.07.003,"Electronic Medical Records (EMRs) can provide many benefits to physicians, patients and healthcare services if they are adopted by healthcare organizations. But concerns about privacy and security that relate to patient information can cause there to be relatively low EMR adoption by a number of health institutions. Safeguarding a huge quantity of health data that is sensitive at separate locations in different forms is one of the big challenges of EMR. A review is presented in this paper to identify the health organizations’ privacy and security concerns and to examine solutions that could address the various concerns that have been identified. It shows the IT security incidents that have taken place in healthcare settings. The review will enable researchers to understand these security and privacy concerns and solutions that are available.",Egyptian Informatics Journal,https://openalex.org/W3047027698,openalex
"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Mohamad Abou Ali; Fadi Dornaika; Jinan Charafeddine,2025,10.1007/s10462-025-11422-4,"Abstract Agentic AI represents a transformative shift in artificial intelligence, but its rapid advancement has led to a fragmented understanding, often conflating modern neural systems with outdated symbolic models—a practice known as conceptual retrofitting . This survey cuts through this confusion by introducing a novel dual-paradigm framework that categorizes agentic systems into two distinct lineages: the symbolic/classical (relying on algorithmic planning and persistent state) and the neural/generative (leveraging stochastic generation and prompt-driven orchestration). Through a systematic PRISMA-based review of 90 studies (2018–2025), we provide a comprehensive analysis structured around this framework across three dimensions: (1) the theoretical foundations and architectural principles defining each paradigm; (2) domain-specific implementations in healthcare, finance, and robotics, demonstrating how application constraints dictate paradigm selection; and (3) paradigm-specific ethical and governance challenges, revealing divergent risks and mitigation strategies. Our analysis reveals that the choice of paradigm is strategic: symbolic systems dominate safety-critical domains (e.g., healthcare), while neural systems prevail in adaptive, data-rich environments (e.g., finance). Furthermore, we identify critical research gaps, including a significant deficit in governance models for symbolic systems and a pressing need for hybrid neuro-symbolic architectures. The findings culminate in a strategic roadmap arguing that the future of Agentic AI lies not in the dominance of one paradigm, but in their intentional integration to create systems that are both adaptable and reliable . This work provides the essential conceptual toolkit to guide future research, development, and policy toward robust and trustworthy hybrid intelligent systems.",Artificial Intelligence Review,https://openalex.org/W4416209823,openalex
Multi-Agent Collaboration: Harnessing the Power of Intelligent LLM Agents,Yashar Talebirad; Amirhossein Nadiri,2023,10.48550/arxiv.2306.03314,"In this paper, we present a novel framework for enhancing the capabilities of large language models (LLMs) by leveraging the power of multi-agent systems. Our framework introduces a collaborative environment where multiple intelligent agent components, each with distinctive attributes and roles, work together to handle complex tasks more efficiently and effectively. We demonstrate the practicality and versatility of our framework through case studies in artificial general intelligence (AGI), specifically focusing on the Auto-GPT and BabyAGI models. We also examine the ""Gorilla"" model, which integrates external APIs into the LLM. Our framework addresses limitations and challenges such as looping issues, security risks, scalability, system evaluation, and ethical considerations. By modeling various domains such as courtroom simulations and software development scenarios, we showcase the potential applications and benefits of our proposed multi-agent system. Our framework provides an avenue for advancing the capabilities and performance of LLMs through collaboration and knowledge exchange among intelligent agents.",arXiv (Cornell University),https://openalex.org/W4379919478,openalex
Residual antimicrobial agents in food originating from animals,Mohammad Mahmudul Hassan; Mohamed E. El Zowalaty; Åke Lundkvist; Josef D. Järhult; Md. Raihan Khan Nayem; Abu Zubayer Tanzin; Md. Rahim Badsha; Shahneaz Ali Khan; Hossam M. Ashour,2021,10.1016/j.tifs.2021.01.075,"The agricultural food products industry in Bangladesh depends on utilizing antimicrobials indiscriminately as growth promoters and for controlling infectious diseases. Thus, there is always a risk of antimicrobial agent accumulation in food sources that originate from agricultural production. In the present study, we collected data from published articles between January, 2013 and December, 2019 on antimicrobial residues in human food sources such as meat, milk, eggs, and fishes. Liver contained the highest percentage of antimicrobial residues (74%; 95% CI: 59.66–85.37) against the in vitro enteric pathogen Escherichia coli in layer chickens. Similar results were demonstrated in liver (68%; 95% CI: 53.30–80.48) and kidney (66%, 95% CI: 51.23–78.79) of layer chickens against Bacillus cereus and Bacillus subtilis. Amongst all antibiotics, the highest concentrations of ciprofloxacin were detected in kidney (48.57%; 95% CI: 31.38–66.01), followed by liver (47.56; 95% CI: 40.88–54.30) of broiler chickens. Ciprofloxacin was also present in liver (46.15%; 95% CI: 33.70–58.96) of layer chickens. The percentage of ciprofloxacin in thigh and breast meat in broiler bird were 41.54% (95% CI: 34.54–48.79) and 37.95% (95% CI: 31.11–45.15) respectively. Enrofloxacin was the second most dominant antimicrobial agent and was present in the liver of both types of poultry (Broiler and Layer chickens: 41.54%; 95% CI: 29.44–54.4 and 437.33%; 95% CI: 30.99–44.01). The prevalence rates of enrofloxacin in thigh and breast meat of broiler chickens were 24.10% (95% CI: 18.28–30.73) and 20.51% (95% CI: 15.08–26.87), respectively. Tetracycline, a commonly used antibiotic in livestock, was present in the liver (49.23%; 95% CI: 36.60–61.93) of layer chickens. In case of aquaculture food products, the highest amount of amoxicillin (683.2 mg/kg) was detected in Tilapia fish (Oreochromis niloticus), followed by 584.4 mg/kg in climbing perch (Anabas testudineus) and 555.6 mg/kg in Rui fish (Labeo rohita). Among the five types of fishes, Rui fish (0.000515 mg/kg) contained the highest concentrations of chloramphenicol antibiotic residues. The presence of antimicrobial residues in meat, milk, egg, and fish is a serious public health threat due to the potential induction of antimicrobial resistance. It can negatively impact the food supply chain, especially with the current strain that it is already facing with the current COVID-19 pandemic. The findings of the present study highlight the ongoing risk of residual antimicrobial agents in food of animal origin in Bangladesh and countries with similar practices. This can draw the attention of public health officials to propose plans to mitigate or stop this practice.",Trends in Food Science & Technology,https://openalex.org/W3127105984,openalex
"TRiSM for Agentic AI: A review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",Shaina Raza; Ranjan Sapkota; Manoj Karkee; Christos Emmanouilidis,2026,10.1016/j.aiopen.2026.02.006,"Agentic AI systems, built upon large language models (LLMs) and deployed in multi-agent configurations, are redefining intelligence, autonomy, collaboration, and decision-making across enterprise and societal domains. This review presents a structured analysis of Trust, Risk, and Security Management (TRiSM) in the context of LLM-based Agentic Multi-Agent Systems (AMAS). We begin by examining the conceptual foundations of Agentic AI and highlight its architectural distinctions from traditional AI agents. We then adapt and extend the AI TRiSM framework for Agentic AI, structured around key pillars: Explainability, ModelOps, Security, Privacy and their Lifecycle Governance , each contextualized to the challenges of AMAS. A risk taxonomy is proposed to capture the unique threats and vulnerabilities of Agentic AI, ranging from coordination failures to prompt-based adversarial manipulation. To make coordination and tool use measurable in practice, we propose two metrics: the Component Synergy Score (CSS), which captures inter-agent enablement, and the Tool Utilization Efficacy (TUE), which evaluates whether tools are invoked correctly and efficiently. We further discuss strategies for improving explainability in Agentic AI, as well as approaches to enhancing security and privacy through encryption, adversarial robustness, and regulatory compliance. The review concludes with a research roadmap for the responsible development and deployment of Agentic AI, highlighting key directions to align emerging systems with TRiSM principles-ensuring safety, transparency, and accountability in their operation.",AI Open,https://openalex.org/W7133236347,openalex
A Survey on Machine Learning Techniques for Cyber Security in the Last Decade,Kamran Shaukat; Suhuai Luo; Vijay Varadharajan; Ibrahim A. Hameed; Min Xu,2020,10.1109/access.2020.3041951,"Pervasive growth and usage of the Internet and mobile applications have expanded cyberspace. The cyberspace has become more vulnerable to automated and prolonged cyberattacks. Cyber security techniques provide enhancements in security measures to detect and react against cyberattacks. The previously used security systems are no longer sufficient because cybercriminals are smart enough to evade conventional security systems. Conventional security systems lack efficiency in detecting previously unseen and polymorphic security attacks. Machine learning (ML) techniques are playing a vital role in numerous applications of cyber security. However, despite the ongoing success, there are significant challenges in ensuring the trustworthiness of ML systems. There are incentivized malicious adversaries present in the cyberspace that are willing to game and exploit such ML vulnerabilities. This paper aims to provide a comprehensive overview of the challenges that ML techniques face in protecting cyberspace against attacks, by presenting a literature on ML techniques for cyber security including intrusion detection, spam detection, and malware detection on computer networks and mobile networks in the last decade. It also provides brief descriptions of each ML method, frequently used security datasets, essential ML tools, and evaluation metrics to evaluate a classification model. It finally discusses the challenges of using ML techniques in cyber security. This paper provides the latest extensive bibliography and the current trends of ML in cyber security.",IEEE Access,https://openalex.org/W3108671495,openalex
Improving alignment of dialogue agents via targeted human judgements,Amelia Glaese; Nat McAleese; Maja Trębacz; John Aslanides; Vlad Firoiu; Timo Ewalds; Maribeth Rauh; Laura Weidinger; Martin J. Chadwick; Phoebe Thacker; Lucy Campbell-Gillingham; Jonathan Uesato; Po-Sen Huang; Ramona Comanescu; Fan Yang; Abigail See; Sumanth Dathathri; Rory Greig; Charlie Chen; Doug Fritz; Jaume Sanchez Elias; Richard Green; Soňa Mokrá; Nicholas Fernando; Boxi Wú; Rachel Foley; Susannah Young; Iason Gabriel; William M. Isaac; John W. Mellor; Demis Hassabis; Koray Kavukcuoglu; Lisa Anne Hendricks; Geoffrey Irving,2022,10.48550/arxiv.2209.14375,"We present Sparrow, an information-seeking dialogue agent trained to be more helpful, correct, and harmless compared to prompted language model baselines. We use reinforcement learning from human feedback to train our models with two new additions to help human raters judge agent behaviour. First, to make our agent more helpful and harmless, we break down the requirements for good dialogue into natural language rules the agent should follow, and ask raters about each rule separately. We demonstrate that this breakdown enables us to collect more targeted human judgements of agent behaviour and allows for more efficient rule-conditional reward models. Second, our agent provides evidence from sources supporting factual claims when collecting preference judgements over model statements. For factual questions, evidence provided by Sparrow supports the sampled response 78% of the time. Sparrow is preferred more often than baselines while being more resilient to adversarial probing by humans, violating our rules only 8% of the time when probed. Finally, we conduct extensive analyses showing that though our model learns to follow our rules it can exhibit distributional biases.",arXiv (Cornell University),https://openalex.org/W4298181573,openalex
Cooperative control for cyber–physical multi-agent networked control systems with unknown false data-injection and replay cyber-attacks,A. H. Tahoun; M. Arafa,2020,10.1016/j.isatra.2020.10.002,,ISA Transactions,https://openalex.org/W3092049558,openalex
Designing Personality-Adaptive Conversational Agents for Mental Health Care,Rangina Ahmad; Dominik Siemon; Ulrich Gnewuch; Susanne Robra-Bissantz,2022,10.1007/s10796-022-10254-9,"Millions of people experience mental health issues each year, increasing the necessity for health-related services. One emerging technology with the potential to help address the resulting shortage in health care providers and other barriers to treatment access are conversational agents (CAs). CAs are software-based systems designed to interact with humans through natural language. However, CAs do not live up to their full potential yet because they are unable to capture dynamic human behavior to an adequate extent to provide responses tailored to users' personalities. To address this problem, we conducted a design science research (DSR) project to design personality-adaptive conversational agents (PACAs). Following an iterative and multi-step approach, we derive and formulate six design principles for PACAs for the domain of mental health care. The results of our evaluation with psychologists and psychiatrists suggest that PACAs can be a promising source of mental health support. With our design principles, we contribute to the body of design knowledge for CAs and provide guidance for practitioners who intend to design PACAs. Instantiating the principles may improve interaction with users who seek support for mental health issues.",Information Systems Frontiers,https://openalex.org/W4214810114,openalex
Developing a service quality scale for artificial intelligence service agents,Nurhafihz Noor; Sally Rao Hill; Indrit Troshani,2022,10.1108/ejm-09-2020-0672,"Purpose Service providers and consumers alike are increasingly adopting artificial intelligence service agents (AISA) for service. Yet, no service quality scale exists that can fully capture the key factors influencing AISA service quality. This study aims to address this shortcoming by developing a scale for measuring AISA service quality (AISAQUAL). Design/methodology/approach Based on extant service quality research and established scale development techniques, the study constructs, refines and validates a multidimensional AISAQUAL scale through a series of pilot and validation studies. Findings AISAQUAL contains 26 items across six dimensions: efficiency, security, availability, enjoyment, contact and anthropomorphism. The new scale demonstrates good psychometric properties and can be used to evaluate service quality across AISA, providing a means of examining the relationships between AISA service quality and satisfaction, perceived value as well as loyalty. Research limitations/implications Future research should validate AISAQUAL with other AISA types, as they diffuse throughout the service sector. Moderating factors related to services, the customer and the AISA can be investigated to uncover the boundary conditions under which AISAQUAL is likely to influence service outcomes. Longitudinal studies can be carried out to assess how ongoing use of AISA can change service outcomes. Practical implications Service managers can use AISAQUAL to effectively monitor, diagnose and improve services provided by AISA while enhancing their understanding of how AISA can deliver better service quality and customer loyalty outcomes. Originality/value Anthropomorphism is identified as a new service quality dimension. AISAQUAL facilitates theory development by providing a reliable scale to improve the current understanding of consumers’ perspectives concerning AISA services.",European Journal of Marketing,https://openalex.org/W4225151888,openalex
"Trichoderma: Advent of Versatile Biocontrol Agent, Its Secrets and Insights into Mechanism of Biocontrol Potential",Nazia Manzar; Abhijeet Shankar Kashyap; Ravi Shankar Goutam; Mahendra Vikram Singh Rajawat; Pawan Kumar Sharma; Sushil K. Sharma; Harsh Vardhan Singh,2022,10.3390/su141912786,"Trichoderma is an important biocontrol agent for managing plant diseases. Trichoderma species are members of the fungal genus hyphomycetes, which is widely distributed in soil. It can function as a biocontrol agent as well as a growth promoter. Trichoderma species are now frequently used as biological control agents (BCAs) to combat a wide range of plant diseases. Major plant diseases have been successfully managed due to their application. Trichoderma spp. is being extensively researched in order to enhance its effectiveness as a top biocontrol agent. The activation of numerous regulatory mechanisms is the major factor in Trichoderma ability to manage plant diseases. Trichoderma-based biocontrol methods include nutrient competition, mycoparasitism, the synthesis of antibiotic and hydrolytic enzymes, and induced plant resistance. Trichoderma species may synthesize a variety of secondary metabolites that can successfully inhibit the activity of numerous plant diseases. GPCRs (G protein-coupled receptors) are membrane-bound receptors that sense and transmit environmental inputs that affect fungal secondary metabolism. Related intracellular signalling pathways also play a role in this process. Secondary metabolites produced by Trichoderma can activate disease-fighting mechanisms within plants and protect against pathogens. β- Glucuronidase (GUS), green fluorescent protein (gfp), hygromycin B phosphotransferase (hygB), and producing genes are examples of exogenous markers that could be used to identify and track specific Trichoderma isolates in agro-ecosystems. More than sixty percent of the biofungicides now on the market are derived from Trichoderma species. These fungi protect plants from harmful plant diseases by developing resistance. Additionally, they can solubilize plant nutrients to boost plant growth and bioremediate environmental contaminants through mechanisms, including mycoparasitism and antibiosis. Enzymes produced by the genus Trichoderma are frequently used in industry. This review article intends to provide an overview update (from 1975 to 2022) of the Trichoderma biocontrol fungi, as well as information on key secondary metabolites, genes, and interactions with plant diseases.",Sustainability,https://openalex.org/W4304187664,openalex
Multi-Agent Based Attack-Resilient System Integrity Protection for Smart Grid,Pengyuan Wang; Manimaran Govindarasu,2020,10.1109/tsg.2020.2970755,"Most System Integrity Protection (SIP) schemes deployed in smart gird today are centralized functions relying on wide-area communication. The highly centralized implementation makes SIP susceptible to the single point of failure induced by cyber attacks. In this paper, we present a novel multi-agent-based design to enhance the cyber resilience of SIP while focusing on augmenting its situational awareness and self-adaptiveness. Specifically, we have investigated data-driven anomaly detection and adaptive load rejection within the decentralized SIP set-up. After attaining a comprehensive taxonomy of operation states of a power grid as a cyber-physical system, we are able to convert the anomaly detection to a multi-class classification problem. A supervised learning algorithm, named as Support Vector Machine embedded Layered Decision Tree (SVMLDT), is proposed as a possible solution. Anomaly detection is carried out by every agent separately, but the final decision depends on the consensus among all interconnected agents. Besides, we propose an adaptive load rejection strategy to mitigate the Denial of Service (DoS) attacks targeting the load shedding scheme. A real load rejection SIP scheme adopted by Salt River Project is modified to fit in the IEEE 39-bus model as a study case. Experiment results show that the proposed SIP can detect anomalous grid operation states and then adjust its remedial actions accordingly to adapt to the under-attack situations.",IEEE Transactions on Smart Grid,https://openalex.org/W3004324458,openalex
A Survey on Large Language Model based Autonomous Agents,Lei Wang; Chen Ma; Xueyang Feng; Zeyu Zhang; Hao Yang; Jingsen Zhang; Zhiyuan Chen; Jiakai Tang; Xu Chen; Yankai Lin; Wayne Xin Zhao; Zhewei Wei; Ji-Rong Wen,2023,10.48550/arxiv.2308.11432,"Autonomous agents have long been a prominent research focus in both academic and industry communities. Previous research in this field often focuses on training agents with limited knowledge within isolated environments, which diverges significantly from human learning processes, and thus makes the agents hard to achieve human-like decisions. Recently, through the acquisition of vast amounts of web knowledge, large language models (LLMs) have demonstrated remarkable potential in achieving human-level intelligence. This has sparked an upsurge in studies investigating LLM-based autonomous agents. In this paper, we present a comprehensive survey of these studies, delivering a systematic review of the field of LLM-based autonomous agents from a holistic perspective. More specifically, we first discuss the construction of LLM-based autonomous agents, for which we propose a unified framework that encompasses a majority of the previous work. Then, we present a comprehensive overview of the diverse applications of LLM-based autonomous agents in the fields of social science, natural science, and engineering. Finally, we delve into the evaluation strategies commonly used for LLM-based autonomous agents. Based on the previous studies, we also present several challenges and future directions in this field. To keep track of this field and continuously update our survey, we maintain a repository of relevant references at https://github.com/Paitesanshi/LLM-Agent-Survey.",arXiv (Cornell University),https://openalex.org/W4386184788,openalex
An AI Agent for Fully Automated Multi‐Omic Analyses,Juexiao Zhou; Bin Zhang; Guowei Li; Xiuying Chen; Haoyang Li; Xiaopeng Xu; Siyuan Chen; Wenjia He; Chencheng Xu; Liwei Liu; Xin Gao,2024,10.1002/advs.202407094,"With the fast-growing and evolving omics data, the demand for streamlined and adaptable tools to handle bioinformatics analysis continues to grow. In response to this need, Automated Bioinformatics Analysis (AutoBA) is introduced, an autonomous AI agent designed explicitly for fully automated multi-omic analyses based on large language models (LLMs). AutoBA simplifies the analytical process by requiring minimal user input while delivering detailed step-by-step plans for various bioinformatics tasks. AutoBA's unique capacity to self-design analysis processes based on input data variations further underscores its versatility. Compared with online bioinformatic services, AutoBA offers multiple LLM backends, with options for both online and local usage, prioritizing data security and user privacy. In comparison to ChatGPT and open-source LLMs, an automated code repair (ACR) mechanism in AutoBA is designed to improve its stability in automated end-to-end bioinformatics analysis tasks. Moreover, different from the predefined pipeline, AutoBA has adaptability in sync with emerging bioinformatics tools. Overall, AutoBA represents an advanced and convenient tool, offering robustness and adaptability for conventional multi-omic analyses.",Advanced Science,https://openalex.org/W4403099947,openalex
Distributed adaptive security consensus control for a class of multi-agent systems under network decay and intermittent attacks,Xiaozheng Jin; Shaoyu Lü; Chao Deng; Mohammed Chadli,2020,10.1016/j.ins.2020.08.013,,Information Sciences,https://openalex.org/W3062423783,openalex
Central Banks as Agents of Economic Development,Gerald Epstein,2022,10.7275/1282508,"In the last two decades, there has been a global sea change in the theory and practice of central banking. The currently dominant “best practice” approach to central banking consists of the following: (1) central bank independence (2) a focus on inflation fighting (including adopting formal “inflation targeting”) and (3) the use of indirect methods of monetary policy (i.e., short-term interest rates as opposed to direct methods such as credit ceilings). This paper argues that this neo-liberal approach to central banking is highly idiosyncratic in that, as a package, it is dramatically different from the historically dominant theory and practice of central banking, not only in the developing world, but, notably, in the now developed countries themselves. Throughout the early and recent history of central banking in the U.S., England, Europe, and elsewhere, financing governments, managing exchange rates, and supporting economic sectors by using “direct methods” of intervention have been among the most important tasks of central banking and, indeed, in many cases, were among the reasons for their existence. The neoliberal central policy package, then, is drastically out of step with the history and dominant practice of central banking throughout most of its history.",RePEc: Research Papers in Economics,https://openalex.org/W2124001105,openalex
Multi-Agent Systems and Complex Networks: Review and Applications in Systems Engineering,Manuel Herrera; Marco Pérez Hernández; Ajith Kumar Parlikad; Joaquín Izquierdo,2020,10.3390/pr8030312,"Systems engineering is an ubiquitous discipline of Engineering overlapping industrial, chemical, mechanical, manufacturing, control, software, electrical, and civil engineering. It provides tools for dealing with the complexity and dynamics related to the optimisation of physical, natural, and virtual systems management. This paper presents a review of how multi-agent systems and complex networks theory are brought together to address systems engineering and management problems. The review also encompasses current and future research directions both for theoretical fundamentals and applications in the industry. This is made by considering trends such as mesoscale, multiscale, and multilayer networks along with the state-of-art analysis on network dynamics and intelligent networks. Critical and smart infrastructure, manufacturing processes, and supply chain networks are instances of research topics for which this literature review is highly relevant.",Processes,https://openalex.org/W3009077467,openalex
Resilient output regulation in heterogeneous networked systems under Byzantine agents,Jiaqi Yan; Chao Deng; Changyun Wen,2021,10.1016/j.automatica.2021.109872,,Automatica,https://openalex.org/W3195704320,openalex
"Molecular engineered optical probes for chemical warfare agents and their mimics: Advances, challenges and perspectives",Beitong Zhu; Ruilong Sheng; Tianhong Chen; João Rodrigues; Qin‐Hua Song; X. Hu; Lintao Zeng,2022,10.1016/j.ccr.2022.214527,,Coordination Chemistry Reviews,https://openalex.org/W4226127715,openalex
