record_id,title,authors,year,doi,abstract,venue,url,source_db,golden_set
162,Key Technologies for Security with different Performance Parameters in Mobile Agent System,Mohammad Asim; Anil Kumar Sagar,2024,10.1109/acet61898.2024.10730506,"The world is moving forward with technology as mobile agents are the initials for creating a chain of connections from one hope to another. And because of this, technology has a kind of meaning. Due to the many attacks in the middle, the channels for transferring information from one device to another are not secure. Due to these security concerns, there is a need to explore the major classified security technologies for the smooth operation of healthy communication. The paper is designed to create a comprehensive view of security coverage in technology. Faced with many challenges in real time applications or data transfer, the system has also been advanced by implementing many security algorithms and techniques. These security methods are encapsulated in cryptographic mechanisms. The main role in the system is only that of the host, who controls the channel and exchanges information from one place to another. So, the burden of lack of security also falls on the host. The host must be advanced somehow to avoid smart attacks. Here the host requests a secure channel to exchange information from different devices. Before going into depth, one needs to look at the security measures broadly for better understanding, the paper is communicating to everyone here.",2024 1st International Conference on Advanced Computing and Emerging Technologies (ACET),https://ieeexplore.ieee.org/document/10730506/,ieee,false
163,Multi-Agent Software Architecture for Distributed Virtual Reality Systems,Volodymyr Duchenchuk; Volodymyr Boublik,2020,10.1109/acit49673.2020.9208841,"Interactive distributed applications with a shared virtual environment, also known as distributed virtual reality (DVR) systems, have been examined in this paper. DVR systems are efficiently used in applications for education, simulation, training, and entertainment purposes. They impose a challenge for a high level of real-time interaction between users in an efficient way in terms of network usage. The aim of this paper is the development of a special multi-agent software architecture for distributed virtual reality systems. Main components of a multi-agent system as well as communication mechanisms between the agents have been suggested and evaluated. On the base of multi-agent systems, consistent visualization of objects as well as their interactions within the system has been achieved.",2020 10th International Conference on Advanced Computer Information Technologies (ACIT),https://ieeexplore.ieee.org/document/9208841/,ieee,false
164,Research on Security Enhancement Methods for Adversarial Robust Large Language Model Intelligent Agents for Medical Decision-Making Tasks,Saisai Hu,2026,10.1109/ainit70033.2026.11557775,"Motivated by the challenge to improve the adversarial robustness, security, and trust of medical decision making intelligent agents, the study developed a full-link security enhancement framework, which describes ""input risk perception—medical evidence constraint—knowledge consistency verification—decision confidence reweighting—security output control—adversarial feedback update."" The study proposed ARSM-Agent and defined a weighted joint objective consisting of decision accuracy loss, adversarial robustness loss, safety refusal loss, and knowledge consistency loss, with weights of 0.3, 0.3, 0.2, and 0.2, respectively. The whole medical decision formulation is implemented by multi-module collaborative linkage. The study verified that the algorithm can be more efficient than four baselines, including LLM-Agent, Retrieval-Agent, Filter-Agent, and Adv-Train-Agent. Under semantic perturbation, prompt injection, drug-name confusion, and false-evidence attacks, ARSM-Agent reduced the overall attack success rate to 8.7% and achieved a knowledge consistency score of 0.91. Ablation experiments quantified each module’s contribution: removing risk perception, evidence retrieval, consistency verification, and confidence reweighting reduced accuracy by 6.7%, 9.1%, 7.6%, and 4.4%, respectively, and increased attack success rate by 13.8%, 11.1%, 8.6%, and 6.9%. It can solve key security issues of medical Decision Making intelligent agents successfully, obtain secure decision making in challenging scenarios, and give reliable intelligent support to medical decision-making intelligent agents.","2026 7th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",https://ieeexplore.ieee.org/document/11557775/,"arxiv,ieee",false
165,Privacy-Preserving Multi-Agent Time-Varying Formation Control Under Multi-Rate Sampling Mechanism,Jiqing Luo; Husheng Fang; Jing Zhang; Shengli Song,2024,10.1109/aips64124.2024.00021,"This paper focuses on the leader-follower multi-agent system(MAS) and investigates the time-varying formation control of MAS with privacy preserving under multi-rate sampling mechanism. Firstly, virtual agent introduction mechanism is adopted to protect the real-time state privacy of real followers; To address the issue that leader state measurement is not entirely available for all followers in cyberspace, a distributed observer is constructed to estimate the state tracking error of each follower and leader; Finally, a time-varying formation control scheme is designed based on the constructed tracking observer and multi-rate sampling mechanism. Numerical simulation is carried out to verify the effectiveness of the proposed method.",2024 International Conference on Artificial Intelligence and Power Systems (AIPS),https://ieeexplore.ieee.org/document/10710072/,ieee,false
166,Agent Capability Negotiation and Binding Protocol (ACNBP),Ken Huang; Akram Sheriff; Vineeth Sai Narajala; Idan Habler,2026,10.1109/aixdke67294.2026.00023,"As multi-agent systems evolve to encompass increasingly diverse and specialized agents, the challenge of enabling effective collaboration between heterogeneous agents has become paramount, with traditional agent communication protocols often assuming homogeneous environments or predefined interaction patterns that limit their applicability in dynamic, open-world scenarios. This paper presents the Agent Capability Negotiation and Binding Protocol (ACNBP), a novel framework designed to facilitate secure, efficient, and verifiable interactions between agents in heterogeneous multi-agent systems through integration with an Agent Name Service (ANS) infrastructure that provides comprehensive discovery, negotiation, and binding mechanisms. The protocol introduces a structured 10 -step process encompassing capability discovery, candidate pre-screening and selection, secure negotiation phases, and binding commitment with built-in security measures including digital signatures, capability attestation, and comprehensive threat mitigation strategies, while a key innovation of ACNBP is its protocolExtension mechanism that enables backward-compatible protocol evolution and supports diverse agent architectures while maintaining security and interoperability.",2026 International Conference on AI x Data and Knowledge Engineering (AIxDKE),https://ieeexplore.ieee.org/document/11486352/,ieee,false
167,Company Security Assesment with Agent Based Simulation,Batuhan Bayir; Ibrahim Berk Yalinkilic; Sebnem Bora; Ozgu Can,2020,10.1109/asyu50717.2020.9259865,"A network security simulation system is useful as a network security application in network security training exercises. Also, the simulation system enables the system administrator to observe how changing different parameters and security restrictions can affect the security of a network. This paper presents a simulation system for security risk assessment for companies. An agent-based modeling paradigm is used for the implementation of the proposed simulation system. An agent-based system can estimate network security risks and provide a guide for effective policies in order to protect the network from attacks. The proposed system allows security professionals to simulate varying network environments, attacker and defender scenarios in accordance with different situations. Therefore, the proposed agent-based system captures companies' network system dynamics that consist of interactions of multiple agents, including attackers and defenders that the system can use. The proposed model is evaluated through a case study in order to assess security risks for various security policies in a representative company's network.",2020 Innovations in Intelligent Systems and Applications Conference (ASYU),https://ieeexplore.ieee.org/document/9259865/,ieee,false
168,Distributed event-triggered cloud predictive control for consensus of multi-agent systems under DoS attacks,Yurou Deng; Xiuxia Yin; Songlin Hu,2020,10.1109/cac51589.2020.9327449,"In this paper, a novel distributed event-triggered cloud predictive controller is designed for networked multi-agent control systems subject to periodic DoS attacks. In order to solve the collaboration problem of multi-agent system, a distributed event-triggered control strategy is proposed under the constraint that all agents can only communicate with one cloud server intermittently and reduce the communication burden. Meanwhile, we propose a new cloud predictive control scheme to achieve consensus and compensate for periodic DoS attacks actively. By using Lyapunov function method and system analysis method, the security of multi-agent system under attack is considered and give sufficient conditions to realize the consensus. Effectiveness of the proposed theoretical algorithm is demonstrated by simulation result.",2020 Chinese Automation Congress (CAC),https://ieeexplore.ieee.org/document/9327449/,ieee,false
169,Observer-Based Consensus Security Control for Multi-Agent Systems Under FDI Attacks,Jian Li; Yuan Sun; Qingyu Su,2023,10.1109/cac59555.2023.10451481,"To solve the consensus security control issue of fake data injection (FDI) attacks on the communication link of discrete-time multi-agent systems (MASs), a consensus control protocol based on discrete state observers is proposed. First, a distributed state observer is built based on the relative outputs of the neighboring agents in order to estimate the leader's state and tracking error. A discrete consensus control protocol is additionally created to allow followers to monitor the leader's state trajectories despite FDI attacks and to confirm the system's stability. The effectiveness of the proposed control strategy is then verified using numerical simulation and simulation using a model of a smart grid system.",2023 China Automation Congress (CAC),https://ieeexplore.ieee.org/document/10451481/,ieee,false
170,COALESCE: Economic and Security Dynamics of Skill-Based Task Outsourcing Among Team of Autonomous LLM Agents,Manish Bhatt; Ronald F. Del Rosario; Vineeth Sai Narajala; Idan Habler,2025,10.1109/cars67163.2025.11337769,"The meteoric rise and proliferation of autonomous Large Language Model (LLM) agents promise significant capabilities across various domains. However, their deployment is increasingly constrained by substantial computational demands, specifically for Graphics Processing Unit (GPU) resources. The high operational costs and resource requirements associated with training and inference for large-scale models hinder widespread adoption and the execution of complex, resourceintensive tasks. This paper addresses the critical problem of optimizing resource utilization in LLM agent systems. We introduce COALESCE (Cost-Optimized and Secure Agent Labour Exchange via Skill-based Competence Estimation), a novel framework designed to enable autonomous LLM agents to dynamically outsource specific subtasks to specialized, costeffective third-party LLM agents. The framework integrates mechanisms for hybrid skill representation, dynamic skill discovery, automated task decomposition, a unified cost model comparing internal execution costs against external outsourcing prices, simplified market-based decision-making algorithms, and a standardized communication protocol between LLM agents. Comprehensive validation through 239 theoretical simulations demonstrates 41.8% cost reduction potential, while large-scale empirical validation across 240 real LLM tasks confirms 20.3% cost reduction with proper epsilon-greedy exploration, establishing both theoretical viability and practical effectiveness. The emergence of proposed open standards like Google's Agent2Agent (A2A) protocol further underscores the need for frameworks like COALESCE that can leverage such standards for efficient agent interaction. By facilitating a dynamic market for agent capabilities, potentially utilizing protocols like A2A for communication, COALESCE aims to significantly reduce operational costs, enhance system scalability, and foster the emergence of specialized agent economies, making complex LLM agent functionalities more accessible and economically viable.",2025 Cyber Awareness and Research Symposium (CARS),https://ieeexplore.ieee.org/document/11337769/,"arxiv,ieee",false
171,Enforcing Data Security Posture Management In AI Agents Through Policy-Aware APIS,Robin Britto; Srivatsav Auswin; Shreejith Suresh,2026,10.1109/ccge67142.2026.11581842,"With the introduction of large language models and AI agents, the manner with which we process and make decisions is changing and is also automating tasks in organizations. However, they are rapidly deployed, and this can be linked to serious cases of ethics, security, resiliency to attacks, and regulation adherence. The review summarizes the recent developments on improving the security of AI systems in three major directions: (1) improving large language models to be resistant to adversarial attack and unethical prompts with the help of smart filtering and role-detection algorithms; (2) applying the concept of data security posture management to AI agents by means of policy-driven APIs regulating their interactions; and (3) providing the security to multimodal AI systems and web-based deployment infrastructure. We explore common attack techniques which could be utilized to exploit the vulnerability of models, useful defences which involve sensitive-word filtering, ensemble content moderation and utilization of real-time model of policy enforcing when dealing with agent communications and detecting hidden threats that can be harboured using web channels. The article stresses the growing gap between hastened AI deployment and lack of sufficient regulation, presents a multi-level defence strategy, including proactive identification and mitigating measures, and the difficulty of sustaining the performance and, at the same time, meeting regulations, including GDPR and HIPAA. Overall, this review offers researchers and practitioners one way of looking at developing trustful, safe, and compliant AI systems that will not yield to direct attacks and advanced evasion techniques.","2026 2nd International Conference on Computing, Communication and Green Engineering (CCGE)",https://ieeexplore.ieee.org/document/11581842/,ieee,false
172,From Things into Clouds – and back,Sebastian Alberternst; Alexander Anisimov; André Antakli; Benjamin Duppe; Hilko Hoffmann; Michael Meiser; Muhammad Muaz; Daniel Spieldenner; Ingo Zinnikus,2021,10.1109/ccgrid51090.2021.00080,"The concept of the cloud-to-things continuum addresses advancements made possible by the widespread adoption of cloud, edge, and IoT resources. It opens the possibility to combine classical symbolic AI and advanced machine learning approaches in a meaningful way. In this paper we present a thing registry and an agent-based orchestration framework which we combine to support semantic orchestration of IoT use cases across several federated cloud environments. We illustrate the approach with a use case from an assisted living scenario.","2021 IEEE/ACM 21st International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",https://ieeexplore.ieee.org/document/9499658/,ieee,false
173,Demonstration of the Multi-Agent Reinforcement Learning Testbed for Cognitive Radio Applications,Sriniketh Vangaru; Daniel Rosen; Dylan Green; Raphael Rodriguez; Maxwell Wiecek; Amos Johnson; Alyse M. Jones; William C. Headley,2025,10.1109/ccnc54725.2025.10976143,"Radio Frequency Reinforcement Learning (RFRL) is a growing area of interest in the development of next-generation wireless communication systems, and has strong potential for applications in 6G and military communications. To foster research and innovation in this field, we have previously developed an open-source simulation tool, the RFRL Gym, to design and test reinforcement learning (RL) algorithms that carry out dynamic spectrum access (DSA) and adversarial jamming tasks in RF scenarios. We propose to demonstrate the latest version of the RFRL Gym, which now supports multi-agent reinforcement learning (MARL) through integration with the RLlib framework and the Gymnasium API. The demo will showcase how users can define complex multi-agent RF scenarios using JSON configurations and run simulations where agents compete for spectrum resources or engage in jamming/anti-jamming tasks. We will present a two-part demo: (1) creating user-defined multi-agent scenarios that align with high-level RF situations, and (2) training and evaluating MARL algorithms on these scenarios along with visualizations. This demonstration aims to solicit feedback from experts in both RF and RL research and to highlight the potential of the newly modified RFRL Gym as a valuable tool for testing and developing RL algorithms in complex RF environments.",2025 IEEE 22nd Consumer Communications & Networking Conference (CCNC),https://ieeexplore.ieee.org/document/10976143/,ieee,false
174,A Multi-Agent Reinforcement Learning Testbed for Cognitive Radio Applications,Sriniketh Vangaru; Daniel Rosen; Dylan Green; Raphael Rodriguez; Maxwell Wiecek; Amos Johnson; Alyse M. Jones; William C. Headley,2025,10.1109/ccnc54725.2025.10976191,"Technological trends show that Radio Frequency Reinforcement Learning (RFRL) will play a prominent role in the wireless communication systems of the future. Applications of RFRL range from military communications jamming to enhancing WiFi networks. Before deploying algorithms for these purposes, they must be trained in a simulation environment to ensure adequate performance. For this reason, we previously created the RFRL Gym: a standardized, accessible tool for the development and testing of reinforcement learning (RL) algorithms in the wireless communications space. This environment leveraged the OpenAI Gym framework and featured customizable simulation scenarios within the RF spectrum. However, the RFRL Gym was limited to training a single RL agent per simulation; this is not ideal, as most real-world RF scenarios will contain multiple intelligent agents in cooperative, competitive, or mixed settings, which is a natural consequence of spectrum congestion. Therefore, through integration with Ray RLlib, multi-agent reinforcement learning (MARL) functionality for training and assessment has been added to the RFRL Gym, making it even more of a robust tool for RF spectrum simulation. This paper provides an overview of the updated RFRL Gym environment. In this work, the general framework of the tool is described relative to comparable existing resources, highlighting the significant additions and refactoring we have applied to the Gym. Afterward, results from testing various RF scenarios in the MARL environment and future additions are discussed.",2025 IEEE 22nd Consumer Communications & Networking Conference (CCNC),https://ieeexplore.ieee.org/document/10976191/,ieee,false
175,Reimagining the Data Landscape: A Multi-Agent Paradigm for Data Interfacing,Harri Renney; Max Nethercott; Olivia Williams; Jayden Evetts; James Lang,2025,10.1109/cdma61895.2025.00025,"The concept of using multi-agent systems is an area of contemporary artificial intelligence (AI) that dates back as far as the 1970s. At the time, these concepts were discussed in a primarily theoretical capacity, with the idea that once AI agents with sufficient reasoning abilities were achieved, novel multi-agent systems could be tried and tested. With the emergence of a combination of key enabling technologies, including the transformer, large language models (LLMs), and access to considerable compute power, conceptual multi-agent designs are now possible to investigate in practice. Reflecting on these observations, a multi-agent approach for effectively navigating domain-specific landscapes is formalised. The paradigm draws from the observations seen in research, industry developments and community support for creating multi-agent networks composed of specialist agents to target domain-specific problems. The paradigm focuses particularly on data interfacing across multiple distinct datasets at once. Using the proposed paradigm, an example is developed for a Cyber Intelligence use case along with suggestive results from a small preliminary user experience study. The paper concludes by discussing this paradigm's strengths and weaknesses and speculates where future developments may progress.",2025 8th International Conference on Data Science and Machine Learning Applications (CDMA),https://ieeexplore.ieee.org/document/10908782/,ieee,false
176,Design and Application of Multi-Agent System for Power Network Security Based on MBSE,YuanTao WANG; DingYu YAN; Xin Liu; XiYu Lu; QingBo Zhang; GuoHua Gao; HuaLiang Gong; FangZhe ZHANG,2026,10.1109/ceege70076.2026.11637907,"With the large-scale access of distributed power sources in the new-type power system and the increasing complexity of power grid topology, the in-depth integration of power networks and information networks has led to prominent network security risks such as malicious attacks and data leakage. The traditional centralized management and control mode has problems such as slow response, low collaboration efficiency, and poor design traceability. To address these issues, this paper introduces the Model-Based Systems Engineering (MBSE) method into the design of power network security control systems, and constructs a multi-agent collaborative protection system oriented to power network security scenarios. The SysML modeling language is used to complete the full-lifecycle modeling of system requirements, functional architecture, and logical interfaces, standardizing the design, verification, and iteration processes of the multi-agent system. A distributed architecture consisting of four types of agents (perception, decision-making, execution, and collaboration) is designed, integrating the core requirements of power network security protection, and establishing a collaborative optimization and attack defense mechanism based on security constraints and risk assessment. Simulation experiments on the IEEE 33-node distribution system show that the proposed system can effectively resist various malicious attacks, has good scalability and engineering practicability, and can provide technical support for the safe and stable operation of the new-type power system.",2026 9th International Conference on Electrical Engineering and Green Energy (CEEGE),https://ieeexplore.ieee.org/document/11637907/,ieee,false
177,Incentive Contract Design for Insurance Agents Based on a Multi-Task Principal-Agent Model,Yun Xiao; Pei-dong Lai,2021,10.1109/cis54983.2021.00119,"The moral hazard problem of agents is an important constraint in the current transformation of China's insurance industry from high expansion to quality growth. The article use a multi-task principal-agent model to study insurance agents' incentive contracts and concludes that, business quality information should be incorporated into agents' incentive and constraint mechanisms for quality growth in the insurance industry, and fixed salary contracts may be better than incentive contracts when business quality is important but difficult to monitor. It is suggested to consider agent commission-employee system reform to build trust through long-term game between insurance companies and individual agents, increase business quality assessment and achieve the same effect of explicit incentive with implicit incentive through “reputation effect”.",2021 17th International Conference on Computational Intelligence and Security (CIS),https://ieeexplore.ieee.org/document/9701741/,ieee,false
178,A Cloud Security Framework Based on Trust Model and Mobile Agent,Saddek Benabied; Abdelhafid Zitouni; Mahieddine Djoudi,2020,10.1109/cloudtech.2015.7336962,"Cloud computing as a potential paradigm offers tremendous advantages to enterprises. With the cloud computing, the market's entrance time is reduced, computing capabilities is augmented and computing power is really limitless. Usually, to use the full power of cloud computing, cloud users has to rely on external cloud service provider for managing their data. Nevertheless, the management of data and services are probably not fully trustworthy. Hence, data owners are uncomfortable to place their sensitive data outside their own system .i.e., in the cloud. Bringing transparency, trustworthiness and security in the cloud model, in order to fulfill client's requirements are still ongoing. To achieve this goal, our paper introduces two levels security framework: Cloud Service Provider (CSP) and Cloud Service User (CSU). Each level is responsible for a particular task of the security. The CSU level includes a proxy agent and a trust agent, dealing with the first verification. Then a second verification is performed at the CSP level. The framework incorporates a trust model to monitor users' behaviors. The use of mobile agents will exploit their intrinsic features such as mobility, deliberate localization and secure communication channel provision. This model aims to protect user's sensitive information from other internal or external users and hackers. Moreover, it can detect policy breaches, where the users are notified in order to take necessary actions when malicious access or malicious activity would occur.",arXiv,http://arxiv.org/abs/2001.09090v1,arxiv,false
179,Beyond the Chatbox: An Exploratory Case Study of Autonomous Computer-Use Agents,Malak Mahdy; Carlos Rubio-Medrano,2025,10.1109/cogmi67134.2025.00062,"Autonomous computer-use agents (ACUAs, Acqua) represent a new frontier in digital workflows, capable of operating computers end-to-end much like human users. Unlike traditional chat-based systems, ACUAs can execute commands across applications, navigate interfaces, and make independent decisions. However, their real-world effectiveness, reliability, and security remain insufficiently evaluated. This case study introduces a systematic benchmark for assessing ACUAs and distinguishes two primary classes: full computer access agents with unrestricted control and browser-based agents constrained to web environments. Twenty five trials spanning five tasks of increasing complexity were conducted using agents from OpenAI, Anthropic, and open-source projects. Performance was evaluated using a seven-factor rubric measuring accuracy, robustness, adaptability, security, efficiency, relevance, and consistency.Results indicate distinct performance patterns across agent classes: full computer access agents achieved an average task completion of 27–38%, while browser-based agents averaged 94% task completion. Full computer access agents frequently exhibited unsafe behaviors, including unauthorized software installations and brute-force login attempts, whereas browser-based agents remained susceptible to prompt injection attacks. Recurrent hallucinations, navigation errors, and limited adaptability further exposed systemic weaknesses in current designs. These results expose fundamental gaps in current ACUA design and underscore the urgent need for rigorous evaluation before deployment in security-sensitive or mission-critical settings. This exploratory study establishes a reproducible framework for assessing autonomous agents while providing a clearer picture of their current capabilities.",2025 IEEE 7th International Conference on Cognitive Machine Intelligence (CogMI),https://ieeexplore.ieee.org/document/11417026/,ieee,false
180,Autonomous Security Orchestration for Cloud-Native Environments Using Multi-Agent Systems,Venkata Thej Deep Jakkaraju; Naga Subrahmanyam Cherukupalle; Vijay Mane,2025,10.1109/computingcon64838.2025.11376649,"With cloud-native settings becoming more complicated due to microservices and using multiple clouds, organizations now need security solutions that can work smartly, independently and grow as needed. This paper introduces a new way of using MAS and DRL to allow autonomous security orchestration in cloud-native architectures. Dynamic access graph and agent-based architecture in the proposed system make threat detection, policy adjustments and searching for secure services possible. We tested out many agent ideas in multiple cloud environments by monitoring results using accuracy in detection, response time, consistent policies and false alerts. MAS-based security orchestration performs better than old methods of security, increasing detection success by 12% and lowering average response time by 58%. This design approach helps the system grow, withstand different issues and cope smoothly with moving threats. Besides offering a detailed security model, this paper prepares the way for future cloud-native defense systems to include federated learning, distributed trust models and hybrid DRL strategies. It shows that autonomous multi-agent orchestration has the ability to influence cloud security methods in the AI-driven age of cyber threat.",2025 International Conference on Computing and Communications (COMPUTINGCON),https://ieeexplore.ieee.org/document/11376649/,ieee,false
181,A Systematic Survey of Industrial Internet of Things Security: Requirements and Fog Computing Opportunities,Koen Tange; Michele De Donno; Xenofon Fafoutis; Nicola Dragoni,2020,10.1109/comst.2020.3011208,"A key application of the Internet of Things (IoT) paradigm lies within industrial contexts. Indeed, the emerging Industrial Internet of Things (IIoT), commonly referred to as Industry 4.0, promises to revolutionize production and manufacturing through the use of large numbers of networked embedded sensing devices, and the combination of emerging computing technologies, such as Fog/Cloud Computing and Artificial Intelligence. The IIoT is characterized by an increased degree of inter-connectivity, which not only creates opportunities for the industries that adopt it, but also for cyber-criminals. Indeed, IoT security currently represents one of the major obstacles that prevent the widespread adoption of IIoT technology. Unsurprisingly, such concerns led to an exponential growth of published research over the last few years. To get an overview of the field, we deem it important to systematically survey the academic literature so far, and distill from it various security requirements as well as their popularity. This paper consists of two contributions: our primary contribution is a systematic review of the literature over the period 2011-2019 on IIoT Security, focusing in particular on the security requirements of the IIoT. Our secondary contribution is a reflection on how the relatively new paradigm of Fog computing can be leveraged to address these requirements, and thus improve the security of the IIoT.",IEEE Communications Surveys & Tutorials,https://openalex.org/W3044855437,openalex,false
182,Survey on Multi-Access Edge Computing Security and Privacy,Pasika Ranaweera; Anca Delia Jurcut; Madhusanka Liyanage,2021,10.1109/comst.2021.3062546,"The European Telecommunications Standards Institute (ETSI) has introduced the paradigm of Multi-Access Edge Computing (MEC) to enable efficient and fast data processing in mobile networks. Among other technological requirements, security and privacy are significant factors in the realization of MEC deployments. In this paper, we analyse the security and privacy of the MEC system. We introduce a thorough investigation of the identification and the analysis of threat vectors in the ETSI standardized MEC architecture. Furthermore, we analyse the vulnerabilities leading to the identified threat vectors and propose potential security solutions to overcome these vulnerabilities. The privacy issues of MEC are also highlighted, and clear objectives for preserving privacy are defined. Finally, we present future directives to enhance the security and privacy of MEC services.",IEEE Communications Surveys & Tutorials,https://openalex.org/W3135497297,openalex,false
183,Applications of Multi-Agent Reinforcement Learning in Future Internet: A Comprehensive Survey,Tianxu Li; Kun Zhu; Nguyen Cong Luong; Dusit Niyato; Qihui Wu; Yang Zhang; Bing Chen,2022,10.1109/comst.2022.3160697,"Future Internet involves several emerging technologies such as 5G and beyond 5G networks, vehicular networks, unmanned aerial vehicle (UAV) networks, and Internet of Things (IoTs). Moreover, the future Internet becomes heterogeneous and decentralized with a large number of involved network entities. Each entity may need to make its local decision to improve the network performance under dynamic and uncertain network environments. Standard learning algorithms such as single-agent Reinforcement Learning (RL) or Deep Reinforcement Learning (DRL) have been recently used to enable each network entity as an agent to learn an optimal decision-making policy adaptively through interacting with the unknown environments. However, such an algorithm fails to model the cooperations or competitions among network entities, and simply treats other entities as a part of the environment that may result in the non-stationarity issue. Multi-agent Reinforcement Learning (MARL) allows each network entity to learn its optimal policy by observing not only the environments but also other entities’ policies. As a result, MARL can significantly improve the learning efficiency of the network entities, and it has been recently used to solve various issues in the emerging networks. In this paper, we thus review the applications of MARL in emerging networks. In particular, we provide a tutorial of MARL and a comprehensive survey of applications of MARL in next-generation Internet. In particular, we first introduce single-agent RL and MARL. Then, we review a number of applications of MARL to solve emerging issues in the future Internet. The issues consist of network access, transmit power control, computation offloading, content caching, packet routing, trajectory design for UAV-aided networks, and network security issues. Finally, we discuss the challenges, open issues, and future directions related to the applications of MARL in the future Internet.",IEEE Communications Surveys & Tutorials,https://openalex.org/W4286893914,openalex,false
184,"Understanding O-RAN: Architecture, Interfaces, Algorithms, Security, and Research Challenges",Michele Polese; Leonardo Bonati; Salvatore D’Oro; Stefano Basagni; Tommaso Melodia,2023,10.1109/comst.2023.3239220,"The Open Radio Access Network (RAN) and its embodiment through the O-RAN Alliance specifications are poised to revolutionize the telecom ecosystem. O-RAN promotes virtualized RANs where disaggregated components are connected via open interfaces and optimized by intelligent controllers. The result is a new paradigm for the RAN design, deployment, and operations: O-RAN networks can be built with multivendor, interoperable components, and can be programmatically optimized through a centralized abstraction layer and datadriven closed-loop control. Therefore, understanding O-RAN, its architecture, its interfaces, and workflows is key for researchers and practitioners in the wireless community. In this article, we present the first detailed tutorial on O-RAN. We also discuss the main research challenges and review early research results. We provide a deep dive of the O-RAN specifications, describing its architecture, design principles, and the O-RAN interfaces. We then describe how the O-RAN RAN Intelligent Controllers (RICs) can be used to effectively control and manage 3GPP-defined RANs. Based on this, we discuss innovations and challenges of O-RAN networks, including the Artificial Intelligence (AI) and Machine Learning (ML) workflows that the architecture and interfaces enable, security, and standardization issues. Finally, we review experimental research platforms that can be used to design and test O-RAN networks, along with recent research results, and we outline future directions for O-RAN development.",IEEE Communications Surveys & Tutorials,https://openalex.org/W4317796310,openalex,false
185,"A Survey on Intelligent Internet of Things: Applications, Security, Privacy, and Future Directions",Ons Aouedi; Thai-Hoc Vu; Alessio Sacco; Dinh C. Nguyen; Kandaraj Piamrat; Guido Marchetto; Quoc‐Viet Pham,2024,10.1109/comst.2024.3430368,"The rapid advances in the Internet of Things (IoT) have promoted a revolution in communication technology and offered various customer services. Artificial intelligence (AI) techniques have been exploited to facilitate IoT operations and maximize their potential in modern application scenarios. In particular, the convergence of IoT and AI has led to a new networking paradigm called Intelligent IoT (IIoT), which has the potential to significantly transform businesses and industrial domains. This paper presents a comprehensive survey of IIoT by investigating its significant applications in mobile networks, as well as its associated security and privacy issues. Specifically, we explore and discuss the roles of IIoT in a wide range of key application domains, from smart healthcare and smart cities to smart transportation and smart industries. Through such extensive discussions, we investigate important security issues in IIoT networks, where network attacks, confidentiality, integrity, and intrusion are analyzed, along with a discussion of potential countermeasures. Privacy issues in IIoT networks were also surveyed and discussed, including data, location, and model privacy leakage. Finally, we outline several key challenges and highlight potential research directions in this important area.",IEEE Communications Surveys & Tutorials,https://openalex.org/W4400770731,openalex,false
186,"A Survey on Semantic Communication Networks: Architecture, Security, and Privacy",Shaolong Guo; Yuntao Wang; Ning Zhang; Zhou Su; Tom H. Luan; Zhiyi Tian; Xuemin Shen,2024,10.1109/comst.2024.3516819,"With the rapid advancement and deployment of intelligent agents and artificial general intelligence (AGI), a fundamental challenge for future networks is enabling efficient communications among agents. Unlike traditional human-centric, data-driven communication networks, the primary goal of agent-based communication is to facilitate coordination among agents. Therefore, task comprehension and collaboration become the key objectives of communications, rather than data synchronization. Semantic communication (SemCom) aims to align information and knowledge among agents to expedite task comprehension. While significant research has been conducted on SemCom for two-agent systems, the development of semantic communication networks (SemComNet) for multi-agent systems remains largely unexplored. In this paper, we provide a comprehensive and up-to-date survey of SemComNet, focusing on their fundamentals, security, and privacy aspects. We introduce a novel three-layer architecture for multi-agent interaction, comprising the control layer, semantic transmission layer, and cognitive sensing layer. We explore working modes and enabling technologies, and present a taxonomy of security and privacy threats, along with state-of-the-art defense mechanisms. Finally, we outline future research directions, paving the way toward intelligent, robust, and energy-efficient SemComNet. This survey represents the first comprehensive analysis of SemComNet, offering detailed insights into the core principles as well as associated security and privacy challenges.",IEEE Communications Surveys & Tutorials,https://openalex.org/W4405351316,openalex,false
